"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"258","#safetytips from #HoCoPolice &amp; @HCDFRS to help keep ur ghouls &amp; goblins safe while out trick-or-treating this… https://t.co/Cqd83cXuXV",FALSE,3,NA,2017-10-27 15:04:20,TRUE,NA,"923928356487352327",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",6,FALSE,FALSE,NA,NA
"259","FYI #HoCoMD, @HoCoGov offices to CLOSE 11/10 for #VeteransDay. Friday trash/recycle collection will occur as normal. https://t.co/vaYCiWaG1h",FALSE,0,NA,2017-10-27 13:10:04,FALSE,NA,"923899600213331968",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"260","All invited to join @HoCoGov Office of Human Rights for a ceremony on 11/4 hnring #HoCoMD Black Pioneers. Details: https://t.co/n2Ve04bHdr.",FALSE,2,NA,2017-10-26 16:53:19,FALSE,NA,"923593394168967170",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"261","@HoCoGov DPW reports broken H2O main in 5300 block of High Tor Hill, #ColumbiaMD. 6 hrs to repair. Add'l info: https://t.co/EbtJmK71g2.",FALSE,0,"HoCoGov",2017-10-26 15:54:42,FALSE,NA,"923578642361454592","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"262","REMINDER #HoCoMD, @HoCoGovExec public mtg to discuss Harriet Tubman School bldg transfer to @HoCoGov 2night. Info https://t.co/sG7snd8hoE.",FALSE,2,NA,2017-10-26 15:19:07,FALSE,NA,"923569687027478529",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"263","Work to improve US 29 pedestrian bridge to resume TODAY, 10/26 #HoCoMD #ColumbiaMD. Bridge closed till early Dec.  https://t.co/JD3UKHENCz",FALSE,2,NA,2017-10-26 12:00:01,FALSE,NA,"923519584254222337",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"264","FYI #HoCoMD, @HoCoRec   Savage Park will be CLOSED on 10/26 &amp; 10/27 from 7:30 am to 4 pm each day, due to sewer line improvements.",FALSE,1,NA,2017-10-25 21:02:26,FALSE,NA,"923293699357863936",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"265","@HoCoGov DPW street sweeping crews out &amp; abt serving the following #HoCoMD areas now thru 11/3 wx permit. Info at https://t.co/Xo6fhqqEAO.",FALSE,1,"HoCoGov",2017-10-25 19:52:27,FALSE,NA,"923276088779923457","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"266","Majority of abused prescrip drugs obtained from family/friends home medicine cabinet. When was the last time u clea… https://t.co/vwlzYhGSVH",FALSE,3,NA,2017-10-24 19:43:56,TRUE,NA,"922911557591486464",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",4,FALSE,FALSE,NA,NA
"267","@HoCoGov constr proj to repair stormH2O mgmt pond near Junction Dr exp to begin on/abt 11/13. Details: https://t.co/xdGE6DxlmY.",FALSE,0,"HoCoGov",2017-10-24 16:22:16,FALSE,NA,"922860806102011906","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"268","Joint proj btw @HoCoGov &amp; @ColumbiaAssn to restore stream near Mendenhall Court, #ColumbiaMD to begin on/abt 10/31. https://t.co/qQRBhA9Osu",FALSE,1,NA,2017-10-24 14:35:00,FALSE,NA,"922833811733299201",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"269","181, the # of #opioidoverdoses in #HoCoMD so far in 2017. Pls, if u or some1 u know needs help w/ opioid issue, cal… https://t.co/ZmjQkfpK5v",FALSE,8,NA,2017-10-24 12:41:37,TRUE,NA,"922805277442891776",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",10,FALSE,FALSE,NA,NA
"270","@HoCoGov Office of Veterans &amp; Military Families collecting homemade scarfs now thru 11/15 to send to our deployed m… https://t.co/COOwimxkIh",FALSE,5,"HoCoGov",2017-10-23 20:09:07,TRUE,NA,"922555506429956096","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",5,FALSE,FALSE,NA,NA
"271","#HoCoMD, @HoCoGov DPW to hold public mtg on 11/15 to discuss the results of an #EllicottCityMD drainage study. https://t.co/WZZPwH96Lp",FALSE,0,NA,2017-10-23 18:09:34,FALSE,NA,"922525419513044993",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"272","@HoCoGovExec to hold public mtg this Thur, 10/26 to discuss Harriet Tubman School bldg transfer to @HoCoGov. https://t.co/sG7sndpSgc #HoCoMD",FALSE,0,"HoCoGovExec",2017-10-23 15:00:03,FALSE,NA,"922477724869959681","3187516635","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"273","UPDATE #HoCoMD, @MDSHA US 29 NB has reopened. https://t.co/nIE3LcMBev",FALSE,1,NA,2017-10-23 13:22:59,FALSE,NA,"922453299785338880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"274","Here's what @HoCoGov DPW maintenance proj. are going on this wk, 10/23-10/27, in #HoCoMD wx permitting: https://t.co/8V5D2INcqR.",FALSE,0,NA,2017-10-23 13:01:04,FALSE,NA,"922447783927349249",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"275","TRAFFIC ALERT #HoCoMD: @MDSHA US 29 NB at MD 100 is CLOSED. For updates, follow #HoCoPolice at @HCPDNews. https://t.co/1GjL12aYMh",FALSE,1,NA,2017-10-23 12:43:37,FALSE,NA,"922443392327520257",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"276","Got paper to shred #HoCoMD? @HoCoGov @HoCoRecycles 1st of 2 PAPER SHREDDING evts 2mrrw, 10/21. Details https://t.co/9FNkTyugMB.",FALSE,2,NA,2017-10-20 15:00:04,FALSE,NA,"921390566151245825",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"277","Today is the day for #HoCoEXPO17, #HoCoMD premier evt for older adults. Evt runs from 9 am-4 pm, @hcpss_wlhs. Info… https://t.co/xDRHnrfFH3",FALSE,0,NA,2017-10-20 13:16:06,TRUE,NA,"921364404112945152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"278","@HoCoGov @ReadyRosie helps #HoCoMD young kids develop necessary skills prior to entering kindergarten. Learn more: https://t.co/l4zSUYDB91.",FALSE,2,"HoCoGov",2017-10-19 17:37:54,FALSE,NA,"921067899455930368","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"279","From #HocusPocus in the park to #TruckorTreat, @HoCoRec has something spooktacular 4 every1 #HoCoMD this #Halloween. https://t.co/9zXnUEBcub",FALSE,2,NA,2017-10-19 15:53:49,FALSE,NA,"921041705847132162",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"280","""DROP, COVER &amp; HOLD ON"" 2day #HoCoMD at 10:19 am as part of Great @SE_ShakeOut #earthquake drill.… https://t.co/YuHQKRoEJ6",FALSE,1,NA,2017-10-19 13:50:29,TRUE,NA,"921010670266736640",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"281","#HoCoMD join the millions of people worldwide who plan to ""DROP, COVER &amp; HOLD ON"" 2mrrw, 10/19, 10:19 am for Great… https://t.co/pyKbhIdQLJ",FALSE,1,NA,2017-10-18 19:51:16,TRUE,NA,"920739073630851072",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"282","FYI #HoCoMD, work to improve the pedestrian bridge that crosses US 29 #ColumbiaMD will resume next Thurs, 10/26; https://t.co/JD3UKHENCz.",FALSE,0,NA,2017-10-18 18:19:36,FALSE,NA,"920716007102189574",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"283","ICYMI, #HoCoMD premier evt for older adults, #HoCoEXPO17, is this Fri, 10/20 at @hcpss_wlhs. For more info, visit… https://t.co/OZlnrTrQ50",FALSE,3,NA,2017-10-17 18:25:38,TRUE,NA,"920355136194711553",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"284","@HoCoGov constr proj to improve a stormH2O mgmt retention pond on Beech Creek Dr #ColumbiaMD to begin on/abt 10/30. https://t.co/dpZnQ8IWlc",FALSE,0,"HoCoGov",2017-10-17 17:47:10,FALSE,NA,"920345456798064642","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"285","REMINDER #HoCoMD, @MDSHA public mtg 2night, 10/17 re: MD 32 widen proj from Linden Church Rd to I-70. https://t.co/wWnPIOg6Sx",FALSE,0,NA,2017-10-17 15:18:04,FALSE,NA,"920307932616626176",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"286","FYI #HoCoMD, @HoCoGovExec  to hold public mtg on 10/26 to discuss Harriet Tubman School bldg transfer to @HoCoGov . https://t.co/sG7sndpSgc",FALSE,2,NA,2017-10-16 20:05:00,FALSE,NA,"920017755738271744",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"287","In ongoing effort to reduce tick #s on deer in #HoCoMD, @HoCoRec launches nxt phase of tick-control strategy study;… https://t.co/lz3aCArfP9",FALSE,3,NA,2017-10-16 18:49:22,TRUE,NA,"919998721554878467",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",4,FALSE,FALSE,NA,NA
"288","@HoCoGov constr proj to mill/repave Whiskey Bottom Rd btw @MDSHA US 1 &amp; All Saints Rd #HoCoMD to begin on/abt 10/17. https://t.co/xeXs7PrV9y",FALSE,0,"HoCoGov",2017-10-16 17:01:08,FALSE,NA,"919971482037641216","161698693","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"289","DYK #EllicottCityMD B &amp; O Station is oldest remaining passenger train station in US. Now back open #HoCoMD! https://t.co/kafA1Ukp7D @HoCoRec",FALSE,5,NA,2017-10-16 15:27:30,FALSE,NA,"919947918672650241",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",6,FALSE,FALSE,NA,NA
"290","Here's what @HoCoGov DPW maintenance proj. are going on this wk, 10/16-10/20, in #HoCoMD wx permitting: https://t.co/8VbauOf1oX.",FALSE,1,NA,2017-10-16 12:49:07,FALSE,NA,"919908061711659008",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"291","ICYMI #HoCoMD, @HoCoGov @HoCoRecycles will host 2 paper shredding evts this month, 10/21 &amp; 10/28, for res. Details https://t.co/kSiUt11qcH.",FALSE,2,NA,2017-10-13 20:05:14,FALSE,NA,"918930649586782208",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"292","Want to join #HoCoPolice? Just 3 testing dates left this fall for HCPD's next academy class in 2018 #HoCoMD. Info… https://t.co/FFzIJraslR",FALSE,3,NA,2017-10-13 17:55:02,TRUE,NA,"918897885579706374",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"293","FYI #HoCoMD, @MDSHA to host info public mtg on 10/17 re: MD 32 widen proj from Linden Church Rd to I-70. Proj info:… https://t.co/Rwc7ZciAo3",FALSE,0,NA,2017-10-13 15:00:25,TRUE,NA,"918853938727792640",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"294","@HoCoGov #MLK Holiday Commission now accepting nominations for Living the Dream Award. Deadline 11/17, 5 pm. Info https://t.co/wX6wwgou2l.",FALSE,0,"HoCoGov",2017-10-13 13:40:16,FALSE,NA,"918833770748370944","161698693","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"295","UPDATE #HoCoMD from #HoCoPolice regarding @MDSHA US 1 closure btw Old Washington Rd &amp; Montgomery Rd. https://t.co/1cdSkygoid",FALSE,0,NA,2017-10-13 12:13:33,FALSE,NA,"918811948967481344",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"296","FYI #HoCoMD, US 1 btw Old Washington &amp; Montgomery Rd is CLOSED in both directions. Follow @HCPDNews  for updates.
 https://t.co/sI5WOH7Sxk",FALSE,0,NA,2017-10-12 20:15:06,FALSE,NA,"918570746150117378",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"297","Calling all #HoCoMD middle &amp; high school #HoCoStudents, @HoCoGov MLK  Holiday Commission to host essay contest; https://t.co/dDS3YAEVG5.",FALSE,6,NA,2017-10-12 20:11:09,FALSE,NA,"918569750317461507",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",6,FALSE,FALSE,NA,NA
"298","As the leaves begin to fall #HoCoMD, please keep the following in mind: https://t.co/aYC3Skagxc. https://t.co/QFbHsqfsrw",FALSE,3,NA,2017-10-12 17:37:58,FALSE,NA,"918531202243538944",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"299","Application DEADLINE extended for #HoCoMD res interested in serving on @HoCoGov Consumer Protection Advisory Brd; https://t.co/kDFmRO2g3C.",FALSE,1,NA,2017-10-12 13:00:21,FALSE,NA,"918461337226932225",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"300","@HoCoGov constr proj to rehabilitate sewer connections in #ColumbiaMD Glen Oaks neighborhood to begin on/abt 10/16; https://t.co/emtRWbPXu2.",FALSE,0,"HoCoGov",2017-10-11 19:44:47,FALSE,NA,"918200728803577856","161698693","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"301","REMINDER: @HoCoGovExec 1st Citizens’ Budget Hearing for FY2019 budget cycle is 2night, 12/11 #HoCoMD at 7 pm in the… https://t.co/9plwv8AAAB",FALSE,0,NA,2017-12-11 16:13:35,TRUE,NA,"940253236321226752",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"302","@HCDFRS is constantly reminding us #HoCoMD that WORKING smoke alarms SAVE LIVES! On November 9 and at just 12 years… https://t.co/1nskAp6WT7",FALSE,3,"HCDFRS",2017-12-08 19:44:01,TRUE,NA,"939219032674357248","562071938","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"303","UPDATE: The main has been repaired and all water restored to Mount Hebron and surrounding streets https://t.co/DgM7deLkSS",FALSE,1,NA,2017-12-08 19:42:07,FALSE,NA,"939218551654764544",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"304","@HoCoGov Bureau of Utilities reports a broken H2O main in 2200 block of Mount Hebron Dr, affecting surrounding… https://t.co/y971YsJ3AU",FALSE,0,"HoCoGov",2017-12-08 17:34:57,TRUE,NA,"939186548293230592","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"305","TRAFFIC ALERT #HoCoMD. Southbound I-95 at MD 100 is CLOSED for a crash. https://t.co/qXFlFZAXg1",FALSE,0,NA,2017-12-08 17:29:06,FALSE,NA,"939185077342425089",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"306","@a_lipphardt Hi. For questions and/or more information about the ""Howard County Police Department Call For Service… https://t.co/ZQxarprfUL",FALSE,1,"a_lipphardt",2017-12-08 16:14:02,TRUE,"939164376757612544","939166186474037249","903983109737209856","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"307","@NWS_BaltWash has issued a Winter Wx Advisory for #HoCoMD from midnight tonight to 4 pm, 12/9. For HoCoMD, forecast… https://t.co/PQt1Nm859n",FALSE,1,"NWS_BaltWash",2017-12-08 15:00:27,TRUE,NA,"939147670039547904","860334187","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"308","Don't forget #HoCoMD, @HoCoRec Christmas in the Park is TONIGHT, 12/7, 6 pm at  Centennial Park, 10000 MD 108,… https://t.co/rnqtlg6ZaN",FALSE,2,NA,2017-12-07 21:03:58,TRUE,NA,"938876762506874880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"309","W/ the holidays right around the corner, don't forget #HoCoMD, #ChristmasDay &amp; #NewYearsDay are 2 of the 6 major ho… https://t.co/fNAtwBdF9k",FALSE,0,NA,2017-12-07 15:59:04,TRUE,NA,"938800030735130624",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"310","ICYMI #HoCoMD, #HoCoPolice FINAL @CoffeewithaCop of 2017 is today, 12/7 from 10 am to noon at @HoCoRec North Laurel… https://t.co/3RwnPQhdhX",FALSE,1,NA,2017-12-07 13:42:58,TRUE,NA,"938765780988153857",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"311","#HoCoPolice responded to its 157 non-fatal #opioidoverdose yesterday, 12/5, bringing the total # of overdoses (fata… https://t.co/Fz6Qs3x0Kh",FALSE,1,NA,2017-12-06 21:21:50,TRUE,NA,"938518871501344773",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"312","@HoCoGov constr proj to repair &amp; replace a failed stone retaining wall at a pipe culvert btw 8629 &amp; 8611 Main St,… https://t.co/DClZDzmk0b",FALSE,0,"HoCoGov",2017-12-06 17:55:00,TRUE,NA,"938466820410941440","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"313","FYI #HoCoMD. @HCDFRS is conducting simulated collapse rescue training at 10227 Wincopin Circle, #ColumbiaMD 2day, 1… https://t.co/P3nvif5I5D",FALSE,8,NA,2017-12-06 15:23:26,TRUE,NA,"938428676080795648",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"314","@HoCoGovExec announced today that #HoCoMD residents have taken advantage of more than $2.2 million in new @HoCoGov… https://t.co/oG6zGsUly6",FALSE,0,"HoCoGovExec",2017-12-06 13:33:06,TRUE,NA,"938400909461204993","3187516635","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"315","ICYMI #HoCoMD, @HoCoGovExec 1st Citizens’ Budget Hearing for FY2019 budget cycle is this coming Monday, 12/11 at 7… https://t.co/JZGDIoIq6p",FALSE,1,NA,2017-12-05 20:45:35,TRUE,NA,"938147359862804481",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"316","HEADS UP #HoCoMD. Due to the inclement wx forecasted for this evening, @HoCoRec has cancelled tonight's Christmas i… https://t.co/YyMzvz2zue",FALSE,3,NA,2017-12-05 16:55:20,TRUE,NA,"938089416328994816",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",5,FALSE,FALSE,NA,NA
"317","Join #HoCoPolice this Thurs, 12/7 #HoCoMd for its final @CoffeewithaCop of 2017. Come meet face-to-face w/ officers… https://t.co/O1B5gzBtyb",FALSE,8,NA,2017-12-05 13:34:52,TRUE,NA,"938038966271533056",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",7,FALSE,FALSE,NA,NA
"318","@HoCoGov constr proj to restore and stabilize approx 2,450 linear feet of stream on The Timbers at Troy golf course… https://t.co/CqHUZMLoLP",FALSE,0,"HoCoGov",2017-12-04 21:30:02,TRUE,NA,"937796161490079745","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"319","FYI #HoCoMD parents, tomorrow is the last day to sign your teen up for @HoCoRec Teen Lock-In at the Gary J. Arthur… https://t.co/L9telMaMko",FALSE,2,NA,2017-12-04 20:33:21,TRUE,NA,"937781892983779329",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"320","TRAFFIC ALERT #HoCoMD. https://t.co/nzVtRO9GGS",FALSE,1,NA,2017-12-04 19:37:58,FALSE,NA,"937767959044509697",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"321","FYI #HoCoMD. Christmas in the Park is tomorrow, December 5, 6 pm at Centennial Park. Should it rain, follow… https://t.co/MsG3LyMcQN",FALSE,2,NA,2017-12-04 18:16:10,TRUE,NA,"937747372062502913",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"322","#HoCoMD residents who have family member w/ a disability, #HoCoPolice is expanding its program were you can volunta… https://t.co/IjsN79c9VN",FALSE,1,NA,2017-12-04 16:01:00,TRUE,NA,"937713357058117632",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"323","Here's what @HoCoGov DPW maintenance projects are going on this week, 12/4 thru 12/8, in #HoCoMD wx permitting: https://t.co/gyHRfSSRax.",FALSE,0,NA,2017-12-04 13:34:13,FALSE,NA,"937676416874893313",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"324","#Holidaysafety reminder #HoCoMD from #HoCoPolice. https://t.co/Hla5P541x9",FALSE,0,NA,2017-12-01 19:18:14,FALSE,NA,"936675826392846336",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"325","To commemorate &amp; honor #WomensHistoryMonth (March), @HoCoGov Commission for Women is seeking submissions for its an… https://t.co/abNoXWITQt",FALSE,6,NA,2017-12-01 15:12:11,TRUE,NA,"936613907002806273",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",8,FALSE,FALSE,NA,NA
"326","The new @HCDFRS Elkridge Fire Station is coming along! A true collaboration between @HoCoGov &amp; the community, we ex… https://t.co/2c6kp0FVIf",FALSE,8,NA,2017-11-30 19:37:26,TRUE,NA,"936318270029946880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"327","Now available online #HoCoMD, be sure to check out @HoCoRec 2018 Winter Activity Guide before online registration f… https://t.co/vjgt7sf1zF",FALSE,2,NA,2017-11-30 17:59:48,TRUE,NA,"936293702946967553",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"328","May be no greater problem facing #HoCoMD, or the US, than the #OpioidEpidemic. YTD, #HoCoPolice have responded to 2… https://t.co/FZtwgjrpPb",FALSE,4,NA,2017-11-30 15:22:29,TRUE,NA,"936254111502209024",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"329","@HoCoGov constr proj to improve stormH2O drainage near 3483 Walker Dr, #EllicottCityMD #HoCoMD to begin on/abt 11/3… https://t.co/Zh9oyLlkUX",FALSE,0,"HoCoGov",2017-11-29 20:55:00,TRUE,NA,"935975404170555396","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"330","FINAL UPDATE #HoCoMD: Westbound MD 32 ramp onto southbound US 29 is now open. All lanes of southbound US 29 open as… https://t.co/dZafxCDztT",FALSE,2,NA,2017-11-29 19:04:56,TRUE,NA,"935947705280495617",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"331","#HoCoMD, @HoCoGov Bureau of Utilities reports a broken H2O main in the 8800 block of Mission Rd, Jessup. The break… https://t.co/nWNz70kC5d",FALSE,0,NA,2017-11-29 18:53:57,TRUE,NA,"935944938973483008",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
