"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"600","@HoCoGov constr proj to rehabilitate sewer connections in #ColumbiaMD Glen Oaks neighborhood to begin on/abt 10/16; https://t.co/emtRWbPXu2.",FALSE,0,"HoCoGov",2017-10-11 19:44:47,FALSE,NA,"918200728803577856","161698693","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"601","REMINDER: @HoCoGovExec 1st Citizens’ Budget Hearing for FY2019 budget cycle is 2night, 12/11 #HoCoMD at 7 pm in the… https://t.co/9plwv8AAAB",FALSE,0,NA,2017-12-11 16:13:35,TRUE,NA,"940253236321226752",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"602","@HCDFRS is constantly reminding us #HoCoMD that WORKING smoke alarms SAVE LIVES! On November 9 and at just 12 years… https://t.co/1nskAp6WT7",FALSE,3,"HCDFRS",2017-12-08 19:44:01,TRUE,NA,"939219032674357248","562071938","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"603","UPDATE: The main has been repaired and all water restored to Mount Hebron and surrounding streets https://t.co/DgM7deLkSS",FALSE,1,NA,2017-12-08 19:42:07,FALSE,NA,"939218551654764544",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"604","@HoCoGov Bureau of Utilities reports a broken H2O main in 2200 block of Mount Hebron Dr, affecting surrounding… https://t.co/y971YsJ3AU",FALSE,0,"HoCoGov",2017-12-08 17:34:57,TRUE,NA,"939186548293230592","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"605","TRAFFIC ALERT #HoCoMD. Southbound I-95 at MD 100 is CLOSED for a crash. https://t.co/qXFlFZAXg1",FALSE,0,NA,2017-12-08 17:29:06,FALSE,NA,"939185077342425089",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"606","@a_lipphardt Hi. For questions and/or more information about the ""Howard County Police Department Call For Service… https://t.co/ZQxarprfUL",FALSE,1,"a_lipphardt",2017-12-08 16:14:02,TRUE,"939164376757612544","939166186474037249","903983109737209856","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"607","@NWS_BaltWash has issued a Winter Wx Advisory for #HoCoMD from midnight tonight to 4 pm, 12/9. For HoCoMD, forecast… https://t.co/PQt1Nm859n",FALSE,1,"NWS_BaltWash",2017-12-08 15:00:27,TRUE,NA,"939147670039547904","860334187","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"608","Don't forget #HoCoMD, @HoCoRec Christmas in the Park is TONIGHT, 12/7, 6 pm at  Centennial Park, 10000 MD 108,… https://t.co/rnqtlg6ZaN",FALSE,2,NA,2017-12-07 21:03:58,TRUE,NA,"938876762506874880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"609","W/ the holidays right around the corner, don't forget #HoCoMD, #ChristmasDay &amp; #NewYearsDay are 2 of the 6 major ho… https://t.co/fNAtwBdF9k",FALSE,0,NA,2017-12-07 15:59:04,TRUE,NA,"938800030735130624",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"610","ICYMI #HoCoMD, #HoCoPolice FINAL @CoffeewithaCop of 2017 is today, 12/7 from 10 am to noon at @HoCoRec North Laurel… https://t.co/3RwnPQhdhX",FALSE,1,NA,2017-12-07 13:42:58,TRUE,NA,"938765780988153857",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"611","#HoCoPolice responded to its 157 non-fatal #opioidoverdose yesterday, 12/5, bringing the total # of overdoses (fata… https://t.co/Fz6Qs3x0Kh",FALSE,1,NA,2017-12-06 21:21:50,TRUE,NA,"938518871501344773",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"612","@HoCoGov constr proj to repair &amp; replace a failed stone retaining wall at a pipe culvert btw 8629 &amp; 8611 Main St,… https://t.co/DClZDzmk0b",FALSE,0,"HoCoGov",2017-12-06 17:55:00,TRUE,NA,"938466820410941440","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"613","FYI #HoCoMD. @HCDFRS is conducting simulated collapse rescue training at 10227 Wincopin Circle, #ColumbiaMD 2day, 1… https://t.co/P3nvif5I5D",FALSE,8,NA,2017-12-06 15:23:26,TRUE,NA,"938428676080795648",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"614","@HoCoGovExec announced today that #HoCoMD residents have taken advantage of more than $2.2 million in new @HoCoGov… https://t.co/oG6zGsUly6",FALSE,0,"HoCoGovExec",2017-12-06 13:33:06,TRUE,NA,"938400909461204993","3187516635","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"615","ICYMI #HoCoMD, @HoCoGovExec 1st Citizens’ Budget Hearing for FY2019 budget cycle is this coming Monday, 12/11 at 7… https://t.co/JZGDIoIq6p",FALSE,1,NA,2017-12-05 20:45:35,TRUE,NA,"938147359862804481",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"616","HEADS UP #HoCoMD. Due to the inclement wx forecasted for this evening, @HoCoRec has cancelled tonight's Christmas i… https://t.co/YyMzvz2zue",FALSE,3,NA,2017-12-05 16:55:20,TRUE,NA,"938089416328994816",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",5,FALSE,FALSE,NA,NA
"617","Join #HoCoPolice this Thurs, 12/7 #HoCoMd for its final @CoffeewithaCop of 2017. Come meet face-to-face w/ officers… https://t.co/O1B5gzBtyb",FALSE,8,NA,2017-12-05 13:34:52,TRUE,NA,"938038966271533056",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",7,FALSE,FALSE,NA,NA
"618","@HoCoGov constr proj to restore and stabilize approx 2,450 linear feet of stream on The Timbers at Troy golf course… https://t.co/CqHUZMLoLP",FALSE,0,"HoCoGov",2017-12-04 21:30:02,TRUE,NA,"937796161490079745","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"619","FYI #HoCoMD parents, tomorrow is the last day to sign your teen up for @HoCoRec Teen Lock-In at the Gary J. Arthur… https://t.co/L9telMaMko",FALSE,2,NA,2017-12-04 20:33:21,TRUE,NA,"937781892983779329",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"620","TRAFFIC ALERT #HoCoMD. https://t.co/nzVtRO9GGS",FALSE,1,NA,2017-12-04 19:37:58,FALSE,NA,"937767959044509697",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"621","FYI #HoCoMD. Christmas in the Park is tomorrow, December 5, 6 pm at Centennial Park. Should it rain, follow… https://t.co/MsG3LyMcQN",FALSE,2,NA,2017-12-04 18:16:10,TRUE,NA,"937747372062502913",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"622","#HoCoMD residents who have family member w/ a disability, #HoCoPolice is expanding its program were you can volunta… https://t.co/IjsN79c9VN",FALSE,1,NA,2017-12-04 16:01:00,TRUE,NA,"937713357058117632",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"623","Here's what @HoCoGov DPW maintenance projects are going on this week, 12/4 thru 12/8, in #HoCoMD wx permitting: https://t.co/gyHRfSSRax.",FALSE,0,NA,2017-12-04 13:34:13,FALSE,NA,"937676416874893313",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"624","#Holidaysafety reminder #HoCoMD from #HoCoPolice. https://t.co/Hla5P541x9",FALSE,0,NA,2017-12-01 19:18:14,FALSE,NA,"936675826392846336",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"625","To commemorate &amp; honor #WomensHistoryMonth (March), @HoCoGov Commission for Women is seeking submissions for its an… https://t.co/abNoXWITQt",FALSE,6,NA,2017-12-01 15:12:11,TRUE,NA,"936613907002806273",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",8,FALSE,FALSE,NA,NA
"626","The new @HCDFRS Elkridge Fire Station is coming along! A true collaboration between @HoCoGov &amp; the community, we ex… https://t.co/2c6kp0FVIf",FALSE,8,NA,2017-11-30 19:37:26,TRUE,NA,"936318270029946880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"627","Now available online #HoCoMD, be sure to check out @HoCoRec 2018 Winter Activity Guide before online registration f… https://t.co/vjgt7sf1zF",FALSE,2,NA,2017-11-30 17:59:48,TRUE,NA,"936293702946967553",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"628","May be no greater problem facing #HoCoMD, or the US, than the #OpioidEpidemic. YTD, #HoCoPolice have responded to 2… https://t.co/FZtwgjrpPb",FALSE,4,NA,2017-11-30 15:22:29,TRUE,NA,"936254111502209024",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"629","@HoCoGov constr proj to improve stormH2O drainage near 3483 Walker Dr, #EllicottCityMD #HoCoMD to begin on/abt 11/3… https://t.co/Zh9oyLlkUX",FALSE,0,"HoCoGov",2017-11-29 20:55:00,TRUE,NA,"935975404170555396","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"630","FINAL UPDATE #HoCoMD: Westbound MD 32 ramp onto southbound US 29 is now open. All lanes of southbound US 29 open as… https://t.co/dZafxCDztT",FALSE,2,NA,2017-11-29 19:04:56,TRUE,NA,"935947705280495617",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"631","#HoCoMD, @HoCoGov Bureau of Utilities reports a broken H2O main in the 8800 block of Mission Rd, Jessup. The break… https://t.co/nWNz70kC5d",FALSE,0,NA,2017-11-29 18:53:57,TRUE,NA,"935944938973483008",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"632","UPDATE to previous TRAFFIC ALERT: All lanes of southbound US 29 at MD 32 are OPEN. However, the westbound MD 32 ram… https://t.co/iwERwCkxAU",FALSE,0,NA,2017-11-29 18:40:17,TRUE,NA,"935941500839645186",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"633","TRAFFIC ALERT #HoCoMD #ColumbiaMD. Southbound US 29 is CLOSED at MD 32. #HoCoPolice are motorists to pls avoid the… https://t.co/FkexhTb0Qm",FALSE,0,NA,2017-11-29 17:53:29,TRUE,NA,"935929722298667008",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"634","From holiday model train gardens to Santa’s Workshop, Holiday Mart, Christmas in the Park, and a Teen Lock-In,… https://t.co/PhHsJWSYEA",FALSE,3,NA,2017-11-29 13:56:29,TRUE,NA,"935870082093322242",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"635","FYI #HoCoMD, starting nxt wk, @HoCoRec will begin installing shade structures over playgrounds at 4 @HoCoGov parks.… https://t.co/xXyHAUl5cu",FALSE,3,NA,2017-11-28 21:09:54,TRUE,NA,"935616766935527426",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",4,FALSE,FALSE,NA,NA
"636","Online sign-up to speak at @HoCoGovExec 1st Citizens’ Budget Hearing for FY2019 budget cycle is now available:… https://t.co/22TcQbt3ad",FALSE,0,NA,2017-11-28 17:58:43,TRUE,NA,"935568652321087489",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"637","@HoCoGov constr proj to improve storm drain outfall near Derby Dr, #LaurelMD to begin on/abt 12/4. While proj not e… https://t.co/Nrn95BY5IK",FALSE,0,"HoCoGov",2017-11-28 15:23:14,TRUE,NA,"935529523923357697","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"638","Now thru 12/11, @HoCoGov Office on Aging &amp; Independence is collecting donated items for low-income #HoCoMD seniors… https://t.co/h5DdAg84Kt",FALSE,4,NA,2017-11-28 14:34:52,TRUE,NA,"935517350408998913",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",9,FALSE,FALSE,NA,NA
"639","@HoCoGov constr proj to improve 425 linear ft of stream channel in the vicinity of NE Brampton Pkway in… https://t.co/vDPk0OLp8k",FALSE,1,"HoCoGov",2017-11-27 20:58:36,TRUE,NA,"935251534585257986","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"640","UPDATE: The water has been restored to all streets affected by the Oakland Mills water main break. https://t.co/lqR8edWNgY",FALSE,1,NA,2017-11-27 19:23:21,FALSE,NA,"935227563617767426",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"641","#HoCoMD, join #HoCoPolice next Thurs., 12/7, 6:30-8:30 pm at @HowardCC for an event discussing police &amp; civilian re… https://t.co/yHh9sD7WAE",FALSE,0,NA,2017-11-27 19:08:11,TRUE,NA,"935223747736416256",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"642","@HoCoGov Bureau of Utilities reports a broken H2O main at the intersection of Oakland Mills Rd &amp; Kilimanjaro Rd,… https://t.co/Izrj9jt7ss",FALSE,0,"HoCoGov",2017-11-27 17:22:41,TRUE,NA,"935197197599150082","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"643","FYI: @HoCoGov DPW to conduct seismic testing along Main St btw Klein Ave &amp; Ellicott Mills Dr in West End area of Hi… https://t.co/rGYn10y6ZV",FALSE,1,NA,2017-11-27 14:43:25,TRUE,NA,"935157116721123334",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"644","Here's what @HoCoGov DPW maintenance projects are going on this week, 11/27 thru 12/1, in #HoCoMD wx permitting: https://t.co/VphcHecu06.",FALSE,0,NA,2017-11-27 13:06:39,FALSE,NA,"935132764562739200",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"645","ICYMI #HoCoMD. @HoCoGov offices &amp; more CLOSED 11/23 and 11/24 for #Thanksgiving holiday. Holiday slide sch will be… https://t.co/8xSyNyGIOK",FALSE,1,NA,2017-11-22 20:00:01,TRUE,NA,"933424850433081344",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"646","Be aware at the pump #HoCoMD. #HoCoPolice discover skimming devices at Exxon gas stations in #ColumbiaMD. More info… https://t.co/9LCRQExBn6",FALSE,1,NA,2017-11-22 18:48:34,TRUE,NA,"933406870156578816",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"647","This Saturday is ur last chance in 2017 #HoCoMD to properly dispose of Household Hazardous Waste (HHW) at the… https://t.co/MaeGguHjo9",FALSE,0,NA,2017-11-22 17:05:01,TRUE,NA,"933380811348258816",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"648","A guide for older adults, persons w/ disabilities &amp; caregivers, @HoCoGov OAI 2018 Resource Guide is now avail at an… https://t.co/UK9nxZ2ZUO",FALSE,1,NA,2017-11-22 15:00:02,TRUE,NA,"933349359764119553",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"649","To promote awareness &amp; reduce the # of alcohol-impaired drivers on #HoCoMD rds, #HoCoPolice will be conducting a so… https://t.co/tDyEvHJhxB",FALSE,4,NA,2017-11-22 13:21:27,TRUE,NA,"933324547939618816",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",5,FALSE,FALSE,NA,NA
"650","Chosen for its innovative approach to bringing affordable, locally produced foods to #HoCoMD residents, @HoCoGov Ro… https://t.co/RseIOAzxke",FALSE,3,NA,2017-11-21 20:51:51,TRUE,NA,"933075506316152837",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"651","Mark ur calendars #HoCoMD. @HoCoGovExec 1st Citizens’ Budget Hearing for FY2019 budget cycle sch for 12/11, 7 pm at… https://t.co/21VbB4kD0k",FALSE,1,NA,2017-11-21 18:28:52,TRUE,NA,"933039524363538434",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"652","REMINDER #HoCoMD. @HoCoGov holiday slide sch in effect this wk for those w/ Thurs &amp; Fri trash/recycling curbside co… https://t.co/dzNxXSiSiG",FALSE,0,NA,2017-11-21 16:15:45,TRUE,NA,"933006024713306113",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"653","U.S. fire departments respond to an average of 166,100 home fires per year involving cooking equipment w/… https://t.co/km2ICsB3QN",FALSE,0,NA,2017-11-21 13:41:57,TRUE,NA,"932967322079453184",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"654","To ensure #HoCoMD res stay safe this holiday season, #HoCoPolice will be increasing its presence in shopping areas,… https://t.co/M6oDLuLJ9N",FALSE,3,NA,2017-11-20 19:25:31,TRUE,NA,"932691393952321536",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"655","Looking for information #HoCoMD about recreational burns in the county? https://t.co/BInXwwpV9U",FALSE,0,NA,2017-11-20 17:04:56,FALSE,NA,"932656016856113152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"656","Here's what @HoCoGov DPW maintenance projects are going on this week, 11/20 thru 11/24, in #HoCoMD wx permitting: https://t.co/t8D5ZEvTqy.",FALSE,0,NA,2017-11-20 14:18:02,FALSE,NA,"932614012608663552",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"657","As part of #HoCoMD Development Regulation Assessment, @HoCoGov Dept of Planning and Zoning and its consulting firm,… https://t.co/X3caxVYH6k",FALSE,0,NA,2017-11-20 13:25:55,TRUE,NA,"932600896982278145",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"658","FYI #HoCoMD. @HoCoGov DPW to remove several dead trees along Trotter Rd, across from the Cricket Creek community, o… https://t.co/d9oaon9oUM",FALSE,0,NA,2017-11-17 21:05:00,TRUE,NA,"931629266759974912",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"659","Looking for something to do in the coming winter months? Check out @HoCoRec 2018 Winter Activity Guide, now availab… https://t.co/znUoukvQlK",FALSE,2,NA,2017-11-17 18:30:02,TRUE,NA,"931590265978195968",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",2,FALSE,FALSE,NA,NA
"660","@HoCoGov Dept. of Public Works to hold a public mtg on Thurs, 11/30, 7 pm in the George Howard Building’s Columbia/… https://t.co/8dDWbvmE2v",FALSE,0,"HoCoGov",2017-11-17 16:43:29,TRUE,NA,"931563451255853057","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"661","FYI #HoCoMD. https://t.co/vA1oWRn9iI",FALSE,1,NA,2017-11-16 16:47:21,FALSE,NA,"931202036896542720",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"662","REMINDER: @HoCoGov offices and more will be CLOSED nxt Thurs, 11/23 &amp; Fri, 11/24 for the #Thanksgiving holiday. No… https://t.co/De62WOPmKd",FALSE,1,NA,2017-11-16 16:47:07,TRUE,NA,"931201980692942851",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"663","@HoCoHealth survey: 1 in 12 #HoCoMD adults smoke. Make a pledge to quit smoking or show ur support 2day #GASO.… https://t.co/Y8s2buh5zn",FALSE,1,"HoCoHealth",2017-11-16 14:00:02,TRUE,NA,"931159932963082241","22646424","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"664","#HoCoMD, #HoCoPolice are seeking your help to ID suspect who stole cash and food from  #ColumbiaMD McDonalds on 11/… https://t.co/62RNdumzCo",FALSE,0,NA,2017-11-14 20:31:11,TRUE,NA,"930533592161247232",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"665","@HoCoGovExec has reached agreement to buy 12-acre site in western #EllicottCityMD in Turf Valley, enabling @HCPSS t… https://t.co/0dl97ipwcC",FALSE,2,"HoCoGovExec",2017-11-14 18:01:35,TRUE,NA,"930495942448558080","3187516635","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
"666","FYI #HoCoMD dog owners. https://t.co/WDUILqnLWM",FALSE,1,NA,2017-11-14 17:46:22,FALSE,NA,"930492112629530625",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"667","@HoCoGov Commission for Women seeks nominations for outstanding women to be inducted into 2018 Women’s Hall of Fame… https://t.co/IYHHsDT701",FALSE,0,"HoCoGov",2017-11-14 17:14:13,TRUE,NA,"930484024325427200","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"668","First of two public wrkshps to discuss the #EllicottCityMD Watershed Master Plan process 2night, 11/14, 6:30 pm at… https://t.co/LMV4hunkC5",FALSE,0,NA,2017-11-14 13:00:05,TRUE,NA,"930420067950612480",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"669","#safetytip from #HoCoMD https://t.co/1PY2GYPNWl",FALSE,0,NA,2017-11-13 21:25:29,FALSE,NA,"930184870185390080",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"670","UPDATE from DPW: Water has been restored to the affected area. https://t.co/zoxADFBnGp",FALSE,0,NA,2017-11-13 18:20:22,FALSE,NA,"930138281173495808",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"671","@HoCoGov DPW reports broken H2O main in 10600 block of Green Mountain Circle, #ColumbiaMD affecting a substantial a… https://t.co/nOsoJQCEU0",FALSE,1,"HoCoGov",2017-11-13 18:13:27,TRUE,NA,"930136540495347712","161698693","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",3,FALSE,FALSE,NA,NA
"672","HOLIDAY CLOSINGS: @HoCoGov offices will be CLOSED 11/23 &amp; 11/24 for #Thanksgiving holiday. No trash/recycle curbsid… https://t.co/1VJXsbJjMN",FALSE,1,NA,2017-11-13 17:00:01,TRUE,NA,"930118061088129024",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",0,FALSE,FALSE,NA,NA
"673","#HoCoMD, #HoCoPolice is warning residents of PHONE SCAM targeting senior citizens. Please be aware. https://t.co/QqjmS6SxDl",FALSE,8,NA,2017-11-13 14:35:02,FALSE,NA,"930081576695689217",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",8,FALSE,FALSE,NA,NA
"674","Here's what @HoCoGov DPW maintenance projects are going on this week, 11/13 thru 11/17, in #HoCoMD wx permitting: https://t.co/SL8ugZphGK.",FALSE,0,NA,2017-11-13 13:19:27,FALSE,NA,"930062555858522112",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoCoGov",1,FALSE,FALSE,NA,NA
